"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"201504210051","2015","4","21","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.610577","-5.931576","1","0","The incident occurred in the New Lodge area of the city.","04/21/2015: Assailants threw an explosive device at police as they responded to a burglary call in New Lodge area, Belfast city, Northern Ireland, United Kingdom. No one was injured in the blast, but nearby vehicles were damaged. No group claimed responsibilityfor the incident; however, sources attributed the attack to Dissident Republicans.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","3","Police","23","Police Patrol (including vehicles and convoys)","Police Service of Northern Ireland (PSNI)","Vehicle","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Dissident Republicans","","","","","40150","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Device explodes in attack on police, BBC, April 22, 2015.","Vehicle damaged as explosive device is hurled at police in North Belfast, Belfast Media, April 22, 2015.","Northern Ireland: 'Dissident Republican' Bomb Targets Police Patrol in Belfast, Belfast Telegraph Online, April 22, 2015.","START Primary Collection","0","0","1","1",""
"201504240102","2015","4","24","","0","","96","Ireland","8","Western Europe","Louth","Dundalk","53.988615","-6.392875","1","0","","04/24/2015: Assailants detonated an explosive device in front of a house in Dundalk, Louth county, Ireland. There were no reported casualties in the attack. No group claimed responsibility for the incident.","0","1","1","1","2","Other Crime Type","0","1","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","There is doubt that this incident meets terrorism-related criteria. Authorities suspected that the attack may have been related to a feud between two families.","Homes evacuated as pipe bomb explodes in front garden, Irish Independent, April 24, 2015.","Louth pipe bomb: Gardai suspect feud between families could be behind explosion at family home, Irish Mirror, April 24, 2015.","","START Primary Collection","-9","-9","0","-9",""
"201504260098","2015","4","26","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.646254","-5.918894","1","0","The incident occurred in Tiger's Bay in Belfast.","04/26/2015: Assailants threw three incendiary devices at a house in Tiger's Bay, Belfast city, Northern Ireland, United Kingdom. No one was injured in the attack, but the house was damaged. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Petrol bombs were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A house was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Petrol bombs thrown in north Belfast, BBC, April 27, 2015.","","","START Primary Collection","-9","-9","1","1",""
"201504260099","2015","4","26","","0","","96","Ireland","8","Western Europe","Dublin","Dublin","53.388296","-6.199335","1","0","The incident occurred in the Coolock area of the city.","04/26/2015: Security forces found and defused an explosive device outside of a civilian residence in Coolock, Dublin, Ireland. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Explosive device made safe in Dublin, Breaking News.ie, April 26, 2015.","Explosive device found in Dublin housing estate, Irish Independent, April 26, 2015.","","START Primary Collection","-9","-9","0","-9",""
"201504260108","2015","4","26","","0","","78","Greece","8","Western Europe","Attica","Athens","37.986472","23.736655","1","0","","04/26/2015: Assailants attacked Yanis Varoufakis and his spouse in Exarchia district, Athens, Attica region, Greece. Varoufakis, the Greek Finance Minister, and his spouse were unharmed in the attack. No group claimed responsibility for the incident; however, Varoufakis attributed the attack to anarchists.","1","1","1","0","",".","0","0","0","8","Unarmed Assault","",".","",".","2","Government (General)","18","Government Personnel (excluding police, military)","Greek Ministry of Finance","Minister: Yanis Varoufakis","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Anarchists","","","","","648","","","","","0","","","-99","0","0","",".","","",".","","",".","","12","Other","",".","",".","",".","",".","",".","",".","",".","Thrown glass objects were used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Varoufakis attacked by anarchists while dining in Athens, EKathimerini.com, April 29, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201504270057","2015","4","27","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Londonderry","55.003344","-7.326649","1","0","","04/27/2015: An explosive device detonated outside of a probation office in Crawford Square area, Londonderry city, Northern Ireland, United Kingdom. There were no reported casualties in the blast. The New Irish Republican Army claimed responsibility for the attack.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Probation Board for Northern Ireland (PBNI)","Office","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","The New Irish Republican Army","","","","","40091","","","","","0","","","-99","0","1","3","Call (pre-incident)","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","An office building was damaged in this attack.","0","","","","","","","","","","","","","",".","","","IRA-style bomb damages Londonderry probation office, The Associated Press, April 28, 2015.","Arrest in Derry bombs investigation, The Irish News, December 8, 2015.","Second device examined after Derry bomb blast, UTV, April 28, 2015.","START Primary Collection","1","1","1","1",""
"201504300114","2015","4","30","","0","","96","Ireland","8","Western Europe","Offaly","Fivealley","53.152183","-7.834757","1","1","","04/30/2015: An explosive device was discovered and safely defused near a civilian residence near Fivealley area, County Offaly, Ireland. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Bomb disarmed in Offaly, Offaly Independent, April 30, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201504300117","2015","4","30","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Londonderry","54.996635","-7.308441","1","0","","04/30/2015: Assailants set fire to the vehicle of Sean McMonagle in Derry city, Derry and Strabane District Council, Northern Ireland, United Kingdom. McMonagle, a prominent Sinn Fein activist, was unharmed; however, the vehicle was damaged in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","84","Political Party Member/Rally","Sinn Fein","Car of Member: Sean McMonagle","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence related to Northern Ireland's upcoming elections.","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A vehicle was damaged in this attack.","0","","","","","","","","","","","","","",".","","","McGuinness' home attacked with paint, BBC, May 4, 2015.","Paint bomb attack on McGuinness home', The Irish News, May 5, 2015.","","START Primary Collection","-9","-9","1","1",""
"201505010012","2015","5","1","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.618686","-5.959678","1","0","The incident occurred in Ardoyne neighborhood","05/01/2015: Security forces found and safely detonated an explosive device in Ardoyne area, Belfast city, Northern Ireland, United Kingdom. Sources stated that the device was intended to target police officers. No group claimed responsibility for the incident; however, sources attributed the attempted attack to dissident republicans.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","3","Police","25","Police Security Forces/Officers","Police Service of Northern Ireland (PSNI)","Officers","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Dissident Republicans","","","","","40150","","","","","0","","","1","1","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","A cylindrical explosive device was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Man (18) arrested in connection with discovery of explosive device, Irish Independent, May 7, 2015.","Dissident republicans condemned for 'futile' Belfast bomb attack, ITV.com, May 2, 2015.","Suspect device found in Ardoyne alert, UTV, May 1, 2015.","START Primary Collection","0","0","1","1",""
"201505010083","2015","5","1","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.597285","-5.93012","1","0","","05/01/2015: Assailants threw an explosive device at a house in Belfast city, Northern Ireland, United Kingdom. There were no reports of casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","2","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","-9","",".","","It is unknown if any property was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Pipe bomb thrown into garden, BBC, May 1, 2015.","Bomb thrown into front garden by two people on motorbike, TheJournal.ie, May 1, 2015.","","START Primary Collection","-9","-9","1","1",""
"201505030003","2015","5","3","","0","","217","United States","1","North America","Texas","Garland","32.959034","-96.64187699999999","1","0","","05/03/2015: Two assailants opened fire on the Curtis Culwell Center, which was hosting an exhibition of cartoons of the Prophet Muhammad, in Garland, Texas, United States. The assailants were killed and a security guard wounded in the attack. The assailants were identified as Elton Simpson and Nadir Soofi and had claimed response for the attack in twitter statements before the shooting.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","14","Private Citizens & Property","78","Procession/Gathering (funeral, wedding, birthday, religious)","American Freedom Defense Initiative (AFDI)","Muhammad Art Exhibit and Contest","217","United States","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","The specific motive is unknown; however, sources noted that images depicting the Prophet Muhammad are viewed as un-Islamic by the Muslim community.","0","","","2","0","1","7","Posted to website, blog, etc.","","",".","","",".","","5","Firearms","2","Automatic Weapon","",".","",".","",".","",".","",".","",".","Assault rifles were used in the attack.","2","2","2","1","1","0","0","",".","","","0","","","","","","","","","","","","","",".","","Simpson had been indicted in 2010 on charges of lying about wanting to travel to Somalia to join a terrorist group and had pledged allegiance to the Commander of the Faithful, suspected to refer to ISIL leader Abu Bakr Baghdadi.","Two die at US Prophet cartoon contest, BBC, May 4, 2015.","Islamic State claims responsibility for attack at Texas cartoon event, Los Angeles Times, May 6, 2015.","Texas Gunmen Said to Be Inspired, Not Directed, by Terror Cells, Bloomberg, May 5, 2015.","START Primary Collection","-9","-9","0","-9",""
